year,decade_code,title,director,writer,plot,clean_test,budget,domgross,intgross,budget_2013,domgross_2013,intgross_2013,metascore,imdb_rating,awards
2009,2,State of Play,Kevin Macdonald,"Matthew Michael Carnahan (screenplay), Tony Gilroy (screenplay), Billy Ray (screenplay), Paul Abbott (television series)","When a congressional aide is killed, a Washington D.C. journalist starts investigating the case involving the congressman, his old college friend.",ok,60000000,37017955,91445389,65143896,40191563,99285148,64,7.2,2 wins & 2 nominations.
2009,2,Surrogates,Jonathan Mostow,"Michael Ferris (screenplay), John D. Brancato (screenplay), Robert Venditti (graphic novel), Brett Weldele (graphic novel)","Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.",notalk,80000000,38577772,119668350,86858528,41885106,129927709,45,6.3,N/A
2009,2,Terminator Salvation,McG,"John D. Brancato, Michael Ferris","After Skynet has destroyed much of humanity in a nuclear holocaust, a group of survivors led by John Connor struggles to keep the machines from finishing the job.",men,200000000,125322469,371628539,217146319,136066564,403488847,52,6.7,2 wins & 5 nominations.
2009,2,The Blind Side,John Lee Hancock,"John Lee Hancock, Michael Lewis (book)","The story of Michael Oher, a homeless and traumatized boy who became an All American football player and first round NFL draft pick with the help of a caring woman and her family.",men,35000000,255959475,305705795,38000606,277903289,331914441,53,7.7,Won 1 Oscar. Another 7 wins & 22 nominations.
2009,2,The Boat That Rocked,NA,NA,NA,nowomen,50000000,8017467,37472651,54286580,8704817,40685241,NA,NA,NA
2009,2,The Boondock Saints II: All Saints Day,Troy Duffy,"Troy Duffy (screenplay), Troy Duffy (story), Taylor Duffy (story)","The MacManus brothers are living a quiet life in Ireland with their father, but when they learn that their beloved priest has been killed by mob forces, they go back to Boston to bring justice to those responsible and avenge the priest.",nowomen,8000000,10273187,10273187,8685853,11153924,11153924,24,6.4,N/A
2009,2,The Box,Richard Kelly,"Richard Kelly (screenplay), Richard Matheson (short story ""Button,  Button"")","A small wooden box arrives on the doorstep of a married couple, who know that opening it will grant them a million dollars and kill someone they don't know.",ok,25000000,15051977,26341896,27143290,16342407,28600229,47,5.6,6 nominations.
2009,2,The City of Your Final Destination,James Ivory,"Ruth Prawer Jhabvala (screenplay), Peter Cameron (novel)",28-year-old Kansas University doctoral student Omar Razaghi wins a grant to write a biography of Latin American writer Jules Gund. Omar must get through to three people who were close to ...,ok,8300000,493296,1353296,9011572,535587,1469316,52,6.4,1 win & 2 nominations.
2009,2,The Final Destination,David R. Ellis,"Eric Bress, Jeffrey Reddick (characters)","After a young man's premonition of a deadly race-car crash helps saves the lives of his peers, Death sets out to collect those who evaded their end.",ok,40000000,66477700,187384627,43429264,72176939,203449410,30,5.1,2 wins & 1 nomination.
2009,2,The Fourth Kind,Olatunde Osunsanmi,"Olatunde Osunsanmi (screenplay), Olatunde Osunsanmi (story), Terry Robbins (story)","A thriller involving an ongoing unsolved mystery in Alaska, where one town has seen an extraordinary number of unexplained disappearances during the past 40 years and there are accusations of a federal cover up.",ok,10000000,26218170,49486874,10857316,28465896,53729463,34,5.9,N/A
2009,2,The Girl with the Dragon Tattoo,Niels Arden Oplev,"Nikolaj Arcel (screenplay), Rasmus Heisterberg (screenplay), Stieg Larsson (novel)",A journalist is aided in his search for a woman who has been missing -- or dead -- for forty years by a young female hacker.,dubious,90000000,102515793,233170238,97715844,111304636,253160295,76,7.8,Won 1 BAFTA Film Award. Another 12 wins & 22 nominations.
2009,2,The Girlfriend Experience,Steven Soderbergh,"David Levien, Brian Koppelman","A drama set in the days leading up to the 2008 Presidential election, and centered on a high-end Manhattan call girl meeting the challenges of her boyfriend, her clients, and her work.",dubious,1300000,695840,1005840,1411451,755495,1092072,66,5.6,N/A
2009,2,The Good Guy,Julio DePietro,Julio DePietro,"Ambitious young Manhattanite and urban conservationist Beth wants it all: a good job, good friends, and a good guy to share the city with. Of course that last one is often the trickiest of ...",ok,10000000,100688,100688,10857316,109320,109320,47,5.9,N/A
2009,2,The Hangover,Todd Phillips,"Jon Lucas, Scott Moore","Three buddies wake up from a bachelor party in Las Vegas, with no memory of the previous night and the bachelor missing. They make their way around the city in order to find their friend before his wedding.",notalk,35000000,277322503,469553471,38000606,301097804,509809040,73,7.8,Won 1 Golden Globe. Another 6 wins & 17 nominations.
2009,2,The Imaginarium of Doctor Parnassus,Terry Gilliam,"Terry Gilliam, Charles McKeown",A traveling theater company gives its audience much more than they were expecting.,notalk,30000000,7689607,64352607,32571948,8348849,69869659,65,6.9,Nominated for 2 Oscars. Another 4 wins & 12 nominations.
2009,2,The Informant!,Steven Soderbergh,"Scott Z. Burns (screenplay), Kurt Eichenwald (book)","The U.S. government decides to go after an agro-business giant with a price-fixing accusation, based on the evidence submitted by their star witness, vice president-turned-informant Mark Whitacre.",notalk,22000000,33316821,41771168,23886095,36173125,45352277,66,6.5,Nominated for 2 Golden Globes. Another 10 nominations.
2009,2,The Invention of Lying,"Ricky Gervais, Matthew Robinson","Ricky Gervais, Matthew Robinson","A comedy set in a world where no one has ever lied, until a writer seizes the opportunity for personal gain.",men,18500000,18451251,32679264,20086035,20033106,35480909,58,6.4,1 nomination.
2009,2,The Last Station,Michael Hoffman,"Michael Hoffman (screenplay), Jay Parini (based on the novel by)",A historical drama that illustrates Russian author Leo Tolstoy's struggle to balance fame and wealth with his commitment to a life devoid of material things.,ok,18000000,6617867,15696146,19543169,7185227,17041802,76,7.1,Nominated for 2 Oscars. Another 2 wins & 13 nominations.
2009,2,The Lovely Bones,Peter Jackson,"Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Alice Sebold (novel)",Centers on a young girl who has been murdered and watches over her family - and her killer - from purgatory. She must weigh her desire for vengeance against her desire for her family to heal.,ok,95000000,44114232,94894448,103144502,47896216,103029901,42,6.7,Nominated for 1 Oscar. Another 8 wins & 22 nominations.
2009,2,The Men Who Stare at Goats,Grant Heslov,"Peter Straughan (screenplay), Jon Ronson (book)","A reporter in Iraq might just have the story of a lifetime when he meets Lyn Cassady, a guy who claims to be a former member of the U.S. Army's New Earth Army, a unit that employs paranormal powers in their missions.",nowomen,24000000,32428195,67348218,26057558,35208316,73122088,54,6.3,1 win & 1 nomination.
2009,2,The Messenger,Oren Moverman,"Alessandro Camon, Oren Moverman",An American soldier struggles with an ethical dilemma when he becomes involved with a widow of a fallen officer.,notalk,6500000,1109660,1409660,7057255,1204793,1530512,77,7.2,Nominated for 2 Oscars. Another 16 wins & 20 nominations.
2009,2,The Princess and the Frog,"Ron Clements, John Musker","Ron Clements (screenplay), John Musker (screenplay), Rob Edwards (screenplay), Ron Clements (story), John Musker (story), Greg Erb (story), Jason Oremland (story), Don Hall (story), E.D. Baker (story), Chris Ure (additional story material), Jared Stern (additional story material), Dean Wellins (additional story material), Will Csaklos (additional source material), Ralph Eggleston (additional source material)",A fairy tale set in Jazz Age-era New Orleans and centered on a young woman named Tiana and her fateful kiss with a frog prince who desperately wants to be human again.,ok,105000000,104400899,270997378,114001818,113351355,294230416,73,7.2,Nominated for 3 Oscars. Another 8 wins & 26 nominations.
2009,2,The Proposal,Anne Fletcher,Pete Chiarelli,A pushy boss forces her young assistant to marry her in order to keep her Visa status in the U.S. and avoid deportation to Canada.,men,40000000,163958031,314709717,43429264,178014415,341690283,48,6.7,Nominated for 1 Golden Globe. Another 6 wins & 18 nominations.
2009,2,The Road,John Hillcoat,"Cormac McCarthy (novel), Joe Penhall (screenplay)",A post-apocalyptic tale of a man and his son trying to survive by any means possible.,notalk,25000000,8114270,27614270,27143290,8809919,29981685,64,7.3,Nominated for 1 BAFTA Film Award. Another 2 wins & 15 nominations.
2009,2,The Secret of Kells,"Tomm Moore, Nora Twomey","Tomm Moore (original story), Fabrice Ziolkowski (screenplay)",The animated story of the boy behind the famed Book of Kells.,nowomen,8000000,690290,2600916,8685853,749470,2823897,81,7.6,Nominated for 1 Oscar. Another 7 wins & 5 nominations.
2009,2,The Soloist,Joe Wright,"Susannah Grant (screenplay), Steve Lopez (book)","A Los Angeles journalist befriends a homeless Juilliard-trained musician, while looking for a new article for the paper.",notalk,60000000,31720158,38454152,65143896,34439578,41750888,61,6.7,1 win & 3 nominations.
2009,2,The Taking of Pelham 123,NA,NA,NA,nowomen,110000000,65452312,152364370,119430476,71063643,165426811,NA,NA,NA
2009,2,The Time Traveler&#39;s Wife,NA,NA,NA,dubious,39000000,63414846,98666635,42343532,68851502,107125483,NA,NA,NA
2009,2,The Ugly Truth,Robert Luketic,"Nicole Eastman (screenplay), Karen McCullah (screenplay), Kirsten Smith (screenplay), Nicole Eastman (story)",A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help ...,men,38000000,88915214,205230042,41257801,96538057,222824741,28,6.5,1 win & 4 nominations.
2009,2,The Unborn,David S. Goyer,David S. Goyer,A young woman fights the spirit that is slowly taking possession of her.,ok,16000000,42670410,78208812,17371706,46328612,84913778,30,4.7,1 nomination.
2009,2,The Young Victoria,Jean-Marc Vallée,Julian Fellowes,"A dramatization of the turbulent first years of Queen Victoria's rule, and her enduring romance with Prince Albert.",ok,35000000,11001272,31878891,38000606,11944429,34611919,64,7.3,Won 1 Oscar. Another 9 wins & 13 nominations.
2009,2,Transformers: Revenge of the Fallen,Michael Bay,"Ehren Kruger, Roberto Orci, Alex Kurtzman","Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",ok,210000000,402111870,836519699,228003635,436585563,908235868,35,6,Nominated for 1 Oscar. Another 6 wins & 19 nominations.
2009,2,Up,"Pete Docter, Bob Peterson","Pete Docter (story), Bob Peterson (story), Thomas McCarthy (story), Bob Peterson (screenplay), Pete Docter (screenplay)","By tying thousands of balloons to his home, 78-year-old Carl sets out to fulfill his lifelong dream to see the wilds of South America. Russell, a wilderness explorer 70 years younger, inadvertently becomes a stowaway.",notalk,175000000,293004164,731542621,190003029,318123879,794258938,88,8.3,Won 2 Oscars. Another 53 wins & 37 nominations.
2009,2,Up in the Air,Jason Reitman,"Walter Kirn (novel), Jason Reitman (screenplay), Sheldon Turner (screenplay)","With a job that has him traveling around the country firing people, Ryan Bingham leads an empty life out of a suitcase, until his company does the unexpected: ground him.",men,30000000,83823381,166842739,32571948,91009693,181146433,83,7.5,Nominated for 6 Oscars. Another 64 wins & 66 nominations.
2009,2,Veronika Decides to Die,Emily Young,"Paulo Coelho (book), Larry Gross, Roberta Hanley (screenplay)","The story centers on Veronika, a woman in her mid twenties who appears to have everything: good looks, good job and a great life ahead of her. Yet she decides to end her own life. She is ...",ok,9000000,NA,NA,9771584,NA,NA,NA,6.6,N/A
2009,2,Watchmen,Zack Snyder,"David Hayter (screenplay), Alex Tse (screenplay), Dave Gibbons (graphic novel illustrator)","In an alternate 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it.",men,138000000,107509799,184068357,149830960,116726786,199848831,56,7.6,5 wins & 11 nominations.
2009,2,Whatever Works,Woody Allen,Woody Allen,"A middle-aged, misanthropic divorce surprisingly enters into a fulfilling Pygmalion type relationship with a much younger, unsophisticated Southern girl.",dubious,15000000,5306706,35106706,16285974,5761658,38116460,45,7.2,1 win.
2009,2,Where the Wild Things Are,Spike Jonze,"Spike Jonze (screenplay), Dave Eggers (screenplay), Maurice Sendak (book)","An adaptation of Maurice Sendak's classic children's story, where Max, a disobedient little boy sent to bed without his supper, creates his own world - a forest inhabited by ferocious wild creatures who crown Max as their ruler.",notalk,100000000,77233467,99123656,108573160,83854815,107621685,71,6.8,Nominated for 1 Golden Globe. Another 5 wins & 25 nominations.
2009,2,Whip It,Drew Barrymore,"Shauna Cross (screenplay), Shauna Cross (novel)","In Bodeen, Texas, an indie-rock loving misfit finds a way of dealing with her small-town misery after she discovers a roller derby league in nearby Austin.",ok,15000000,13043363,18856151,16285974,14161591,20472719,68,6.9,1 nomination.
2009,2,Whiteout,Dominic Sena,"Jon Hoeber (screenplay), Erich Hoeber (screenplay), Chad Hayes (screenplay), Carey Hayes (screenplay), Greg Rucka (graphic novel), Steve Lieber (graphic novel)","U.S. Marshal Carrie Stetko tracks a killer in Antarctica, as the sun is about to set for six months.",ok,35000000,10275638,12254746,38000606,11156585,13305365,NA,5.5,N/A
